SMTSD	data	variable	value
Brain - Cerebellum	med_diff_adj	ARSF	-0.132260321903429
Brain - Cortex	med_diff_adj	ARSF	-0.0244179443498012
Brain - Frontal Cortex (BA9)	med_diff_adj	ARSF	-0.039135194307608
Brain - Hippocampus	med_diff_adj	ARSF	0.0142118863049096
Brain - Hypothalamus	med_diff_adj	ARSF	-0.074059405940594
Brain - Nucleus accumbens (basal ganglia)	med_diff_adj	ARSF	-0.128853096362122
Brain - Putamen (basal ganglia)	med_diff_adj	ARSF	-0.155762387079113
Brain - Spinal cord (cervical c-1)	med_diff_adj	ARSF	-0.0320830605181929
Brain - Substantia nigra	med_diff_adj	ARSF	-0.075244544770504
Colon - Sigmoid	med_diff_adj	ARSF	-0.34438125122573
Colon - Transverse	med_diff_adj	ARSF	-0.410054213898472
Esophagus - Gastroesophageal Junction	med_diff_adj	ARSF	-0.241387024608501
Esophagus - Mucosa	med_diff_adj	ARSF	0.0212077641984185
Esophagus - Muscularis	med_diff_adj	ARSF	-0.00592503022974596
Kidney - Cortex	med_diff_adj	ARSF	-0.0146754000497472
Kidney - Medulla	med_diff_adj	ARSF	3.42338709677419
Liver	med_diff_adj	ARSF	-0.0319315580190384
Lung	med_diff_adj	ARSF	-0.121696437898255
Minor Salivary Gland	med_diff_adj	ARSF	0.674360050356693
Pancreas	med_diff_adj	ARSF	0.187462686567164
Skin - Not Sun Exposed (Suprapubic)	med_diff_adj	ARSF	0.346270671616605
Skin - Sun Exposed (Lower leg)	med_diff_adj	ARSF	-0.0376318874560375
Stomach	med_diff_adj	ARSF	0.690699126092385
Adipose - Subcutaneous	male_med	ARSF	0
Adipose - Visceral (Omentum)	male_med	ARSF	0
Adrenal Gland	male_med	ARSF	0.0246
Artery - Aorta	male_med	ARSF	0
Artery - Coronary	male_med	ARSF	0
Artery - Tibial	male_med	ARSF	0
Bladder	male_med	ARSF	0.03401
Brain - Amygdala	male_med	ARSF	2.056
Brain - Anterior cingulate cortex (BA24)	male_med	ARSF	1.7475
Brain - Caudate (basal ganglia)	male_med	ARSF	3.914
Brain - Cerebellar Hemisphere	male_med	ARSF	0.1479
Brain - Cerebellum	male_med	ARSF	0.1429
Brain - Cortex	male_med	ARSF	1.761
Brain - Frontal Cortex (BA9)	male_med	ARSF	1.827
Brain - Hippocampus	male_med	ARSF	1.548
Brain - Hypothalamus	male_med	ARSF	0.7575
Brain - Nucleus accumbens (basal ganglia)	male_med	ARSF	1.8005
Brain - Putamen (basal ganglia)	male_med	ARSF	3.653
Brain - Spinal cord (cervical c-1)	male_med	ARSF	0.53455
Brain - Substantia nigra	male_med	ARSF	1.329
Breast - Mammary Tissue	male_med	ARSF	0
Cells - Cultured fibroblasts	male_med	ARSF	0
Cells - EBV-transformed lymphocytes	male_med	ARSF	0
Colon - Sigmoid	male_med	ARSF	0.05099
Colon - Transverse	male_med	ARSF	0.02029
Esophagus - Gastroesophageal Junction	male_med	ARSF	0.06705
Esophagus - Mucosa	male_med	ARSF	2.782
Esophagus - Muscularis	male_med	ARSF	0.0827
Heart - Atrial Appendage	male_med	ARSF	0
Heart - Left Ventricle	male_med	ARSF	0
Kidney - Cortex	male_med	ARSF	0.60305
Kidney - Medulla	male_med	ARSF	0.2232
Liver	male_med	ARSF	0.8299
Lung	male_med	ARSF	0.09573
Minor Salivary Gland	male_med	ARSF	0.09532
Muscle - Skeletal	male_med	ARSF	0
Nerve - Tibial	male_med	ARSF	0
Pancreas	male_med	ARSF	0.1675
Pituitary	male_med	ARSF	0
Skin - Not Sun Exposed (Suprapubic)	male_med	ARSF	5.926
Skin - Sun Exposed (Lower leg)	male_med	ARSF	4.265
Small Intestine - Terminal Ileum	male_med	ARSF	0
Spleen	male_med	ARSF	0
Stomach	male_med	ARSF	0.01602
Thyroid	male_med	ARSF	0
Whole Blood	male_med	ARSF	0
Adipose - Subcutaneous	female_med	ARSF	0
Adipose - Visceral (Omentum)	female_med	ARSF	0.005385
Adrenal Gland	female_med	ARSF	0.06068
Artery - Aorta	female_med	ARSF	0
Artery - Coronary	female_med	ARSF	0
Artery - Tibial	female_med	ARSF	0
Bladder	female_med	ARSF	0.05158
Brain - Amygdala	female_med	ARSF	2.231
Brain - Anterior cingulate cortex (BA24)	female_med	ARSF	1.8195
Brain - Caudate (basal ganglia)	female_med	ARSF	3.584
Brain - Cerebellar Hemisphere	female_med	ARSF	0.10525
Brain - Cerebellum	female_med	ARSF	0.124
Brain - Cortex	female_med	ARSF	1.718
Brain - Frontal Cortex (BA9)	female_med	ARSF	1.7555
Brain - Hippocampus	female_med	ARSF	1.57
Brain - Hypothalamus	female_med	ARSF	0.7014
Brain - Nucleus accumbens (basal ganglia)	female_med	ARSF	1.5685
Brain - Putamen (basal ganglia)	female_med	ARSF	3.084
Brain - Spinal cord (cervical c-1)	female_med	ARSF	0.5174
Brain - Substantia nigra	female_med	ARSF	1.229
Breast - Mammary Tissue	female_med	ARSF	0.03358
Cells - Cultured fibroblasts	female_med	ARSF	0
Cells - EBV-transformed lymphocytes	female_med	ARSF	0
Colon - Sigmoid	female_med	ARSF	0.03343
Colon - Transverse	female_med	ARSF	0.01197
Esophagus - Gastroesophageal Junction	female_med	ARSF	0.050865
Esophagus - Mucosa	female_med	ARSF	2.841
Esophagus - Muscularis	female_med	ARSF	0.08221
Heart - Atrial Appendage	female_med	ARSF	0
Heart - Left Ventricle	female_med	ARSF	0
Kidney - Cortex	female_med	ARSF	0.5942
Kidney - Medulla	female_med	ARSF	0.9873
Liver	female_med	ARSF	0.8034
Lung	female_med	ARSF	0.08408
Minor Salivary Gland	female_med	ARSF	0.1596
Muscle - Skeletal	female_med	ARSF	0
Nerve - Tibial	female_med	ARSF	0
Pancreas	female_med	ARSF	0.1989
Pituitary	female_med	ARSF	0
Skin - Not Sun Exposed (Suprapubic)	female_med	ARSF	7.978
Skin - Sun Exposed (Lower leg)	female_med	ARSF	4.1045
Small Intestine - Terminal Ileum	female_med	ARSF	0.01033
Spleen	female_med	ARSF	0
Stomach	female_med	ARSF	0.027085
Thyroid	female_med	ARSF	0.01825
Whole Blood	female_med	ARSF	0
Adipose - Subcutaneous	med_diff_adj	MXRA5	-0.149905123339658
Adipose - Visceral (Omentum)	med_diff_adj	MXRA5	-0.296033092914722
Adrenal Gland	med_diff_adj	MXRA5	-0.00601891659501292
Artery - Aorta	med_diff_adj	MXRA5	0.233198380566801
Artery - Coronary	med_diff_adj	MXRA5	-0.411014788373279
Artery - Tibial	med_diff_adj	MXRA5	-0.310700319943121
Bladder	med_diff_adj	MXRA5	0.0244674238571507
Brain - Amygdala	med_diff_adj	MXRA5	0.141364474492932
Brain - Anterior cingulate cortex (BA24)	med_diff_adj	MXRA5	-0.00077414360363839
Brain - Caudate (basal ganglia)	med_diff_adj	MXRA5	0.0647603027754414
Brain - Cerebellar Hemisphere	med_diff_adj	MXRA5	0.193525615167406
Brain - Cerebellum	med_diff_adj	MXRA5	-0.156956819739548
Brain - Cortex	med_diff_adj	MXRA5	-0.0418111753371869
Brain - Frontal Cortex (BA9)	med_diff_adj	MXRA5	-0.00737005430566314
Brain - Hippocampus	med_diff_adj	MXRA5	0.105530703538024
Brain - Hypothalamus	med_diff_adj	MXRA5	0.0844738084001888
Brain - Nucleus accumbens (basal ganglia)	med_diff_adj	MXRA5	0.1781033153431
Brain - Putamen (basal ganglia)	med_diff_adj	MXRA5	0.0762463343108506
Brain - Spinal cord (cervical c-1)	med_diff_adj	MXRA5	0.258978362703547
Brain - Substantia nigra	med_diff_adj	MXRA5	0.179430097951915
Breast - Mammary Tissue	med_diff_adj	MXRA5	0.372169811320755
Cells - Cultured fibroblasts	med_diff_adj	MXRA5	0.393783946891973
Cells - EBV-transformed lymphocytes	med_diff_adj	MXRA5	0.109181969949917
Colon - Sigmoid	med_diff_adj	MXRA5	-0.203094777562863
Colon - Transverse	med_diff_adj	MXRA5	-0.105547373588611
Esophagus - Gastroesophageal Junction	med_diff_adj	MXRA5	-0.131641933939684
Esophagus - Mucosa	med_diff_adj	MXRA5	0.140913081650571
Esophagus - Muscularis	med_diff_adj	MXRA5	-0.34235807860262
Heart - Atrial Appendage	med_diff_adj	MXRA5	-0.266036655211913
Heart - Left Ventricle	med_diff_adj	MXRA5	-0.300131752305665
Kidney - Cortex	med_diff_adj	MXRA5	0.398322375878486
Kidney - Medulla	med_diff_adj	MXRA5	-0.354591836734694
Liver	med_diff_adj	MXRA5	0.137697516930023
Lung	med_diff_adj	MXRA5	-0.172390031009533
Minor Salivary Gland	med_diff_adj	MXRA5	-0.133947466699863
Muscle - Skeletal	med_diff_adj	MXRA5	-0.211649365628604
Nerve - Tibial	med_diff_adj	MXRA5	-0.251660026560425
Pancreas	med_diff_adj	MXRA5	-0.209915611814346
Pituitary	med_diff_adj	MXRA5	-0.440951821386604
Skin - Not Sun Exposed (Suprapubic)	med_diff_adj	MXRA5	-0.14274322169059
Skin - Sun Exposed (Lower leg)	med_diff_adj	MXRA5	-0.260401785714286
Small Intestine - Terminal Ileum	med_diff_adj	MXRA5	-0.119233733348013
Spleen	med_diff_adj	MXRA5	-0.0247578040904197
Stomach	med_diff_adj	MXRA5	0.0411105815061965
Thyroid	med_diff_adj	MXRA5	0.048630519843488
Whole Blood	med_diff_adj	MXRA5	0.096646942800789
Adipose - Subcutaneous	male_med	MXRA5	1.581
Adipose - Visceral (Omentum)	male_med	MXRA5	4.714
Adrenal Gland	male_med	MXRA5	11.63
Artery - Aorta	male_med	MXRA5	2.47
Artery - Coronary	male_med	MXRA5	4.9025
Artery - Tibial	male_med	MXRA5	2.813
Bladder	male_med	MXRA5	8.8485
Brain - Amygdala	male_med	MXRA5	0.1627
Brain - Anterior cingulate cortex (BA24)	male_med	MXRA5	0.25835
Brain - Caudate (basal ganglia)	male_med	MXRA5	0.2378
Brain - Cerebellar Hemisphere	male_med	MXRA5	0.09916
Brain - Cerebellum	male_med	MXRA5	0.1459
Brain - Cortex	male_med	MXRA5	0.2595
Brain - Frontal Cortex (BA9)	male_med	MXRA5	0.2578
Brain - Hippocampus	male_med	MXRA5	0.2459
Brain - Hypothalamus	male_med	MXRA5	0.2119
Brain - Nucleus accumbens (basal ganglia)	male_med	MXRA5	0.1297
Brain - Putamen (basal ganglia)	male_med	MXRA5	0.3069
Brain - Spinal cord (cervical c-1)	male_med	MXRA5	0.22415
Brain - Substantia nigra	male_med	MXRA5	0.2246
Breast - Mammary Tissue	male_med	MXRA5	6.36
Cells - Cultured fibroblasts	male_med	MXRA5	16.57
Cells - EBV-transformed lymphocytes	male_med	MXRA5	0.014975
Colon - Sigmoid	male_med	MXRA5	4.3945
Colon - Transverse	male_med	MXRA5	4.074
Esophagus - Gastroesophageal Junction	male_med	MXRA5	2.089
Esophagus - Mucosa	male_med	MXRA5	5.695
Esophagus - Muscularis	male_med	MXRA5	2.29
Heart - Atrial Appendage	male_med	MXRA5	5.238
Heart - Left Ventricle	male_med	MXRA5	1.8975
Kidney - Cortex	male_med	MXRA5	2.2055
Kidney - Medulla	male_med	MXRA5	4.312
Liver	male_med	MXRA5	0.886
Lung	male_med	MXRA5	8.707
Minor Salivary Gland	male_med	MXRA5	8.033
Muscle - Skeletal	male_med	MXRA5	0.1734
Nerve - Tibial	male_med	MXRA5	1.506
Pancreas	male_med	MXRA5	3.792
Pituitary	male_med	MXRA5	1.702
Skin - Not Sun Exposed (Suprapubic)	male_med	MXRA5	12.54
Skin - Sun Exposed (Lower leg)	male_med	MXRA5	11.2
Small Intestine - Terminal Ileum	male_med	MXRA5	4.5415
Spleen	male_med	MXRA5	2.3225
Stomach	male_med	MXRA5	4.196
Thyroid	male_med	MXRA5	17.89
Whole Blood	male_med	MXRA5	0.01014
Adipose - Subcutaneous	female_med	MXRA5	1.344
Adipose - Visceral (Omentum)	female_med	MXRA5	3.3185
Adrenal Gland	female_med	MXRA5	11.56
Artery - Aorta	female_med	MXRA5	3.046
Artery - Coronary	female_med	MXRA5	2.8875
Artery - Tibial	female_med	MXRA5	1.939
Bladder	female_med	MXRA5	9.065
Brain - Amygdala	female_med	MXRA5	0.1857
Brain - Anterior cingulate cortex (BA24)	female_med	MXRA5	0.25815
Brain - Caudate (basal ganglia)	female_med	MXRA5	0.2532
Brain - Cerebellar Hemisphere	female_med	MXRA5	0.11835
Brain - Cerebellum	female_med	MXRA5	0.123
Brain - Cortex	female_med	MXRA5	0.24865
Brain - Frontal Cortex (BA9)	female_med	MXRA5	0.2559
Brain - Hippocampus	female_med	MXRA5	0.27185
Brain - Hypothalamus	female_med	MXRA5	0.2298
Brain - Nucleus accumbens (basal ganglia)	female_med	MXRA5	0.1528
Brain - Putamen (basal ganglia)	female_med	MXRA5	0.3303
Brain - Spinal cord (cervical c-1)	female_med	MXRA5	0.2822
Brain - Substantia nigra	female_med	MXRA5	0.2649
Breast - Mammary Tissue	female_med	MXRA5	8.727
Cells - Cultured fibroblasts	female_med	MXRA5	23.095
Cells - EBV-transformed lymphocytes	female_med	MXRA5	0.01661
Colon - Sigmoid	female_med	MXRA5	3.502
Colon - Transverse	female_med	MXRA5	3.644
Esophagus - Gastroesophageal Junction	female_med	MXRA5	1.814
Esophagus - Mucosa	female_med	MXRA5	6.4975
Esophagus - Muscularis	female_med	MXRA5	1.506
Heart - Atrial Appendage	female_med	MXRA5	3.8445
Heart - Left Ventricle	female_med	MXRA5	1.328
Kidney - Cortex	female_med	MXRA5	3.084
Kidney - Medulla	female_med	MXRA5	2.783
Liver	female_med	MXRA5	1.008
Lung	female_med	MXRA5	7.206
Minor Salivary Gland	female_med	MXRA5	6.957
Muscle - Skeletal	female_med	MXRA5	0.1367
Nerve - Tibial	female_med	MXRA5	1.127
Pancreas	female_med	MXRA5	2.996
Pituitary	female_med	MXRA5	0.9515
Skin - Not Sun Exposed (Suprapubic)	female_med	MXRA5	10.75
Skin - Sun Exposed (Lower leg)	female_med	MXRA5	8.2835
Small Intestine - Terminal Ileum	female_med	MXRA5	4
Spleen	female_med	MXRA5	2.265
Stomach	female_med	MXRA5	4.3685
Thyroid	female_med	MXRA5	18.76
Whole Blood	female_med	MXRA5	0.01112
Adipose - Subcutaneous	med_diff_adj	PRKX	0.254020564197205
Adipose - Visceral (Omentum)	med_diff_adj	PRKX	0.0862228081740278
Adrenal Gland	med_diff_adj	PRKX	0.227649006622517
Artery - Aorta	med_diff_adj	PRKX	0.203620873269435
Artery - Coronary	med_diff_adj	PRKX	0.0977276216797175
Artery - Tibial	med_diff_adj	PRKX	0.101376421304608
Bladder	med_diff_adj	PRKX	-0.032839531751787
Brain - Amygdala	med_diff_adj	PRKX	0.252785145888594
Brain - Anterior cingulate cortex (BA24)	med_diff_adj	PRKX	0.266069856178456
Brain - Caudate (basal ganglia)	med_diff_adj	PRKX	0.213536011581614
Brain - Cerebellar Hemisphere	med_diff_adj	PRKX	0.289511153298529
Brain - Cerebellum	med_diff_adj	PRKX	0.389371980676328
Brain - Cortex	med_diff_adj	PRKX	0.40549662487946
Brain - Frontal Cortex (BA9)	med_diff_adj	PRKX	0.370486916197416
Brain - Hippocampus	med_diff_adj	PRKX	0.269283936964335
Brain - Hypothalamus	med_diff_adj	PRKX	0.235025754231052
Brain - Nucleus accumbens (basal ganglia)	med_diff_adj	PRKX	0.461337805105273
Brain - Putamen (basal ganglia)	med_diff_adj	PRKX	0.591066205796331
Brain - Spinal cord (cervical c-1)	med_diff_adj	PRKX	0.223472179993919
Brain - Substantia nigra	med_diff_adj	PRKX	0.0578689893807421
Breast - Mammary Tissue	med_diff_adj	PRKX	0.55445820002782
Cells - Cultured fibroblasts	med_diff_adj	PRKX	0.14256021518523
Cells - EBV-transformed lymphocytes	med_diff_adj	PRKX	0.446525270758123
Colon - Sigmoid	med_diff_adj	PRKX	0.0854148897282806
Colon - Transverse	med_diff_adj	PRKX	0.396435776731674
Esophagus - Gastroesophageal Junction	med_diff_adj	PRKX	0.0961686808948316
Esophagus - Mucosa	med_diff_adj	PRKX	0.677589233469866
Esophagus - Muscularis	med_diff_adj	PRKX	0.122695133786219
Heart - Atrial Appendage	med_diff_adj	PRKX	0.0421539961013645
Heart - Left Ventricle	med_diff_adj	PRKX	0.137089991589571
Kidney - Cortex	med_diff_adj	PRKX	0.557119124401446
Kidney - Medulla	med_diff_adj	PRKX	-0.667072799268961
Liver	med_diff_adj	PRKX	0.187444739168877
Lung	med_diff_adj	PRKX	0.207347447073475
Minor Salivary Gland	med_diff_adj	PRKX	0.494174091843729
Muscle - Skeletal	med_diff_adj	PRKX	0.270729270729271
Nerve - Tibial	med_diff_adj	PRKX	0.461089494163424
Pancreas	med_diff_adj	PRKX	-0.00530303030303039
Pituitary	med_diff_adj	PRKX	0.0188624067846176
Skin - Not Sun Exposed (Suprapubic)	med_diff_adj	PRKX	0.429892141756548
Skin - Sun Exposed (Lower leg)	med_diff_adj	PRKX	0.42274678111588
Small Intestine - Terminal Ileum	med_diff_adj	PRKX	0.36059217483257
Spleen	med_diff_adj	PRKX	0.337243401759531
Stomach	med_diff_adj	PRKX	0.205387205387205
Thyroid	med_diff_adj	PRKX	0.447863068360811
Whole Blood	med_diff_adj	PRKX	0.356434279415817
Adipose - Subcutaneous	male_med	PRKX	7.586
Adipose - Visceral (Omentum)	male_med	PRKX	7.585
Adrenal Gland	male_med	PRKX	1.208
Artery - Aorta	male_med	PRKX	4.695
Artery - Coronary	male_med	PRKX	6.513
Artery - Tibial	male_med	PRKX	4.1775
Bladder	male_med	PRKX	4.8265
Brain - Amygdala	male_med	PRKX	3.77
Brain - Anterior cingulate cortex (BA24)	male_med	PRKX	3.407
Brain - Caudate (basal ganglia)	male_med	PRKX	2.763
Brain - Cerebellar Hemisphere	male_med	PRKX	2.107
Brain - Cerebellum	male_med	PRKX	2.5875
Brain - Cortex	male_med	PRKX	3.111
Brain - Frontal Cortex (BA9)	male_med	PRKX	3.019
Brain - Hippocampus	male_med	PRKX	3.617
Brain - Hypothalamus	male_med	PRKX	6.795
Brain - Nucleus accumbens (basal ganglia)	male_med	PRKX	2.6835
Brain - Putamen (basal ganglia)	male_med	PRKX	1.8805
Brain - Spinal cord (cervical c-1)	male_med	PRKX	8.2225
Brain - Substantia nigra	male_med	PRKX	8.381
Breast - Mammary Tissue	male_med	PRKX	7.189
Cells - Cultured fibroblasts	male_med	PRKX	8.179
Cells - EBV-transformed lymphocytes	male_med	PRKX	22.16
Colon - Sigmoid	male_med	PRKX	4.1035
Colon - Transverse	male_med	PRKX	5.948
Esophagus - Gastroesophageal Junction	male_med	PRKX	3.889
Esophagus - Mucosa	male_med	PRKX	17.09
Esophagus - Muscularis	male_med	PRKX	3.6065
Heart - Atrial Appendage	male_med	PRKX	2.052
Heart - Left Ventricle	male_med	PRKX	1.7835
Kidney - Cortex	male_med	PRKX	5.1165
Kidney - Medulla	male_med	PRKX	32.83
Liver	male_med	PRKX	1.131
Lung	male_med	PRKX	16.06
Minor Salivary Gland	male_med	PRKX	8.754
Muscle - Skeletal	male_med	PRKX	1.001
Nerve - Tibial	male_med	PRKX	17.99
Pancreas	male_med	PRKX	2.64
Pituitary	male_med	PRKX	3.4195
Skin - Not Sun Exposed (Suprapubic)	male_med	PRKX	12.98
Skin - Sun Exposed (Lower leg)	male_med	PRKX	11.65
Small Intestine - Terminal Ileum	male_med	PRKX	8.511
Spleen	male_med	PRKX	15.345
Stomach	male_med	PRKX	3.564
Thyroid	male_med	PRKX	47.615
Whole Blood	male_med	PRKX	3.629
Adipose - Subcutaneous	female_med	PRKX	9.513
Adipose - Visceral (Omentum)	female_med	PRKX	8.239
Adrenal Gland	female_med	PRKX	1.483
Artery - Aorta	female_med	PRKX	5.651
Artery - Coronary	female_med	PRKX	7.1495
Artery - Tibial	female_med	PRKX	4.601
Bladder	female_med	PRKX	4.668
Brain - Amygdala	female_med	PRKX	4.723
Brain - Anterior cingulate cortex (BA24)	female_med	PRKX	4.3135
Brain - Caudate (basal ganglia)	female_med	PRKX	3.353
Brain - Cerebellar Hemisphere	female_med	PRKX	2.717
Brain - Cerebellum	female_med	PRKX	3.595
Brain - Cortex	female_med	PRKX	4.3725
Brain - Frontal Cortex (BA9)	female_med	PRKX	4.1375
Brain - Hippocampus	female_med	PRKX	4.591
Brain - Hypothalamus	female_med	PRKX	8.392
Brain - Nucleus accumbens (basal ganglia)	female_med	PRKX	3.9215
Brain - Putamen (basal ganglia)	female_med	PRKX	2.992
Brain - Spinal cord (cervical c-1)	female_med	PRKX	10.06
Brain - Substantia nigra	female_med	PRKX	8.866
Breast - Mammary Tissue	female_med	PRKX	11.175
Cells - Cultured fibroblasts	female_med	PRKX	9.345
Cells - EBV-transformed lymphocytes	female_med	PRKX	32.055
Colon - Sigmoid	female_med	PRKX	4.454
Colon - Transverse	female_med	PRKX	8.306
Esophagus - Gastroesophageal Junction	female_med	PRKX	4.263
Esophagus - Mucosa	female_med	PRKX	28.67
Esophagus - Muscularis	female_med	PRKX	4.049
Heart - Atrial Appendage	female_med	PRKX	2.1385
Heart - Left Ventricle	female_med	PRKX	2.028
Kidney - Cortex	female_med	PRKX	7.967
Kidney - Medulla	female_med	PRKX	10.93
Liver	female_med	PRKX	1.343
Lung	female_med	PRKX	19.39
Minor Salivary Gland	female_med	PRKX	13.08
Muscle - Skeletal	female_med	PRKX	1.272
Nerve - Tibial	female_med	PRKX	26.285
Pancreas	female_med	PRKX	2.626
Pituitary	female_med	PRKX	3.484
Skin - Not Sun Exposed (Suprapubic)	female_med	PRKX	18.56
Skin - Sun Exposed (Lower leg)	female_med	PRKX	16.575
Small Intestine - Terminal Ileum	female_med	PRKX	11.58
Spleen	female_med	PRKX	20.52
Stomach	female_med	PRKX	4.296
Thyroid	female_med	PRKX	68.94
Whole Blood	female_med	PRKX	4.9225
Adipose - Subcutaneous	med_diff_adj	NLGN4X	0.228
Adipose - Visceral (Omentum)	med_diff_adj	NLGN4X	-0.035517353227376
Adrenal Gland	med_diff_adj	NLGN4X	0.395933654360621
Artery - Aorta	med_diff_adj	NLGN4X	-0.0458996328029376
Artery - Coronary	med_diff_adj	NLGN4X	0.19983948635634
Artery - Tibial	med_diff_adj	NLGN4X	-0.158469945355191
Bladder	med_diff_adj	NLGN4X	0.119533527696793
Brain - Amygdala	med_diff_adj	NLGN4X	0.282399299474606
Brain - Anterior cingulate cortex (BA24)	med_diff_adj	NLGN4X	0.188093322606597
Brain - Caudate (basal ganglia)	med_diff_adj	NLGN4X	0.153284671532847
Brain - Cerebellar Hemisphere	med_diff_adj	NLGN4X	-0.0885692657077972
Brain - Cerebellum	med_diff_adj	NLGN4X	0.0374064837905239
Brain - Cortex	med_diff_adj	NLGN4X	0.00387657001085445
Brain - Frontal Cortex (BA9)	med_diff_adj	NLGN4X	-0.0266584352901561
Brain - Hippocampus	med_diff_adj	NLGN4X	0.109277430865299
Brain - Hypothalamus	med_diff_adj	NLGN4X	0.0842007146186111
Brain - Nucleus accumbens (basal ganglia)	med_diff_adj	NLGN4X	0.144715721888992
Brain - Putamen (basal ganglia)	med_diff_adj	NLGN4X	0.187760032210441
Brain - Spinal cord (cervical c-1)	med_diff_adj	NLGN4X	0.109048723897912
Brain - Substantia nigra	med_diff_adj	NLGN4X	0.224927907721884
Breast - Mammary Tissue	med_diff_adj	NLGN4X	0.590964966195452
Cells - Cultured fibroblasts	med_diff_adj	NLGN4X	-0.14187469540261
Cells - EBV-transformed lymphocytes	med_diff_adj	NLGN4X	0.352765097657712
Colon - Sigmoid	med_diff_adj	NLGN4X	0.0347415567122625
Colon - Transverse	med_diff_adj	NLGN4X	0.0995121951219513
Esophagus - Gastroesophageal Junction	med_diff_adj	NLGN4X	0.377673448095983
Esophagus - Mucosa	med_diff_adj	NLGN4X	0.179111761835041
Esophagus - Muscularis	med_diff_adj	NLGN4X	0.452957324681807
Heart - Atrial Appendage	med_diff_adj	NLGN4X	0.0118237771298995
Heart - Left Ventricle	med_diff_adj	NLGN4X	0.135444078947368
Kidney - Cortex	med_diff_adj	NLGN4X	0.674669867947179
Kidney - Medulla	med_diff_adj	NLGN4X	0.077376565954311
Liver	med_diff_adj	NLGN4X	0.0831040176114475
Lung	med_diff_adj	NLGN4X	0.110994764397906
Minor Salivary Gland	med_diff_adj	NLGN4X	0.477573904179409
Muscle - Skeletal	med_diff_adj	NLGN4X	0.0797973400886637
Nerve - Tibial	med_diff_adj	NLGN4X	0.0455897664733007
Pancreas	med_diff_adj	NLGN4X	0.0864093959731544
Pituitary	med_diff_adj	NLGN4X	-0.179897017807337
Skin - Not Sun Exposed (Suprapubic)	med_diff_adj	NLGN4X	0.219686445723358
Skin - Sun Exposed (Lower leg)	med_diff_adj	NLGN4X	0.186178861788618
Small Intestine - Terminal Ileum	med_diff_adj	NLGN4X	-0.0375614552605703
